Id,region,date,mortality_rate,O3,PM10,PM25,NO2,T2M,Code,Region
41,E12000001,2007-02-11,1.9909999999999999,36.894,7.311,3.3223940576746784,8.099185710287998,277.493,E12000001,North East
42,E12000001,2007-02-12,2.342,38.699,5.8389999999999995,2.2537036341361016,7.175295996895763,277.715,E12000001,North East
43,E12000001,2007-02-13,1.834,44.007,7.1770000000000005,3.1754801437690965,6.759966407269069,278.106,E12000001,North East
44,E12000001,2007-02-14,1.795,44.31100000000001,8.286,3.9690170151268234,7.175102130416036,277.976,E12000001,North East
45,E12000001,2007-02-15,1.795,45.565,13.24,7.507318059289027,8.527205083155572,280.16700000000003,E12000001,North East
46,E12000001,2007-02-16,2.303,30.266,9.137,4.672429895072934,9.533525922189625,279.535,E12000001,North East
47,E12000001,2007-02-17,1.834,32.181999999999995,8.656,4.318359335568076,9.324127409618313,277.949,E12000001,North East
48,E12000001,2007-02-18,2.537,42.506,11.195,6.072820182767803,9.000606684367959,275.991,E12000001,North East
49,E12000001,2007-02-19,1.795,17.991,21.118000000000002,13.351117239773316,16.443343680892042,278.86,E12000001,North East
50,E12000001,2007-02-20,1.756,36.77,10.62,5.688287189654499,8.861790963265385,280.551,E12000001,North East
51,E12000001,2007-02-21,1.795,38.748000000000005,14.087,8.16538568577285,10.23679470850196,278.83,E12000001,North East
52,E12000001,2007-02-22,2.225,35.486,7.457999999999999,3.4306350366976517,7.8912746312083755,280.151,E12000001,North East
53,E12000001,2007-02-23,1.795,37.194,15.71,9.33618949268956,10.860024445319652,280.312,E12000001,North East
54,E12000001,2007-02-24,1.561,36.966,13.818,7.981027096033568,10.151124621152846,280.282,E12000001,North East
55,E12000001,2007-02-25,1.7169999999999999,40.043,10.187000000000001,5.359537714074158,8.468861898848338,278.85400000000004,E12000001,North East
56,E12000001,2007-02-26,2.186,52.316,5.295,1.7700381403261005,4.766476354120073,277.452,E12000001,North East
57,E12000001,2007-02-27,2.381,46.232,5.683,2.0868591225175344,5.668411470004003,278.807,E12000001,North East
58,E12000001,2007-02-28,1.9909999999999999,62.571000000000005,6.013,2.2085264568897394,2.971254129194186,279.545,E12000001,North East
59,E12000001,2007-03-01,2.225,62.66,3.53,0.43103629619694317,2.2410012960136854,278.097,E12000001,North East
60,E12000001,2007-03-02,1.913,43.893,9.01,4.49180228211312,7.581184742500135,277.712,E12000001,North East
61,E12000001,2007-03-03,1.795,50.11600000000001,7.678,3.4916805845234933,5.895052281573463,278.41700000000003,E12000001,North East
62,E12000001,2007-03-04,1.6780000000000002,45.409,7.769,3.58987404147328,6.732225358585829,278.278,E12000001,North East
63,E12000001,2007-03-05,2.108,73.374,7.114,2.923160546525846,1.6177564560384212,279.612,E12000001,North East
64,E12000001,2007-03-06,2.225,72.807,4.978,1.393168163990964,0.709688138699704,280.425,E12000001,North East
65,E12000001,2007-03-07,1.5219999999999998,61.934,6.565,2.609443627613178,3.3423995256211114,279.295,E12000001,North East
66,E12000001,2007-03-08,2.069,62.773,6.575,2.6106086202455216,3.1938122819149655,279.372,E12000001,North East
67,E12000001,2007-03-09,2.108,68.593,10.293,5.238642445273488,3.857628260982075,278.603,E12000001,North East
68,E12000001,2007-03-10,1.795,66.654,8.57,4.008350083802945,2.909862450962194,281.709,E12000001,North East
69,E12000001,2007-03-11,1.405,68.78399999999999,11.974,6.432426380619784,3.746017087296295,282.596,E12000001,North East
70,E12000001,2007-03-12,1.834,62.78,7.643,3.3719081409038125,3.289580136083316,281.12,E12000001,North East
71,E12000001,2007-03-13,1.5219999999999998,58.623999999999995,9.777000000000001,4.934190812159805,5.04940442344693,279.907,E12000001,North East
72,E12000001,2007-03-14,1.7169999999999999,59.64,10.956,5.770088944945876,5.165611094742147,280.895,E12000001,North East
73,E12000001,2007-03-15,2.147,66.025,8.449,3.9297910243527525,3.243261331328654,280.226,E12000001,North East
74,E12000001,2007-03-16,1.5219999999999998,66.917,5.415,1.750673498360225,2.0948771631146457,279.135,E12000001,North East
75,E12000001,2007-03-17,1.561,63.365,4.917,1.4111783763424128,1.9820662237916196,281.801,E12000001,North East
76,E12000001,2007-03-18,1.6,77.163,9.146,4.364521277614319,2.547570078889457,275.632,E12000001,North East
77,E12000001,2007-03-19,1.639,64.568,4.915,1.4181310351821566,2.9860504779556294,275.383,E12000001,North East
78,E12000001,2007-03-20,1.874,79.2,4.198,0.8056585161144341,0.5055336696100028,274.244,E12000001,North East
79,E12000001,2007-03-21,1.6780000000000002,71.234,4.638,1.1741843338533684,1.838067233013632,275.065,E12000001,North East
80,E12000001,2007-03-22,2.069,56.578,4.324,1.038927092303041,3.2987422746442405,279.48,E12000001,North East
81,E12000001,2007-03-23,1.6,61.215,7.934,3.597212405205326,4.0795359204848936,278.897,E12000001,North East
82,E12000001,2007-03-24,1.913,51.998000000000005,17.424,10.468812400370702,9.528530127710667,278.047,E12000001,North East
83,E12000001,2007-03-25,1.444,60.507,28.52,18.360616312890286,12.060502352863239,280.596,E12000001,North East
84,E12000001,2007-03-26,2.381,57.838,36.618,24.187218553737637,15.774869262599722,280.297,E12000001,North East
85,E12000001,2007-03-27,1.639,57.427,43.465,29.097537346709828,18.366643868491614,281.351,E12000001,North East
86,E12000001,2007-03-28,1.444,53.143,41.756,27.904120365262862,18.57405311891189,280.383,E12000001,North East
87,E12000001,2007-03-29,1.405,63.753,33.59,21.97630644480479,13.705562287555821,279.72,E12000001,North East
88,E12000001,2007-03-30,1.327,67.513,38.913000000000004,25.76619283909485,15.101557706952704,280.258,E12000001,North East
89,E12000001,2007-03-31,1.7169999999999999,75.732,14.835999999999999,8.443143721582633,4.197413912826185,280.154,E12000001,North East
90,E12000001,2007-04-01,1.444,79.566,8.238,3.6857983071179454,1.0038714062467307,279.832,E12000001,North East
91,E12000001,2007-04-02,2.2640000000000002,76.821,13.645,7.583141257414667,3.6627796331325158,279.524,E12000001,North East
92,E12000001,2007-04-03,1.639,63.933,4.93,1.4241582639709875,2.4398508001125236,278.887,E12000001,North East
93,E12000001,2007-04-04,1.483,54.168,8.971,4.38462030927289,5.290226793929328,280.827,E12000001,North East
94,E12000001,2007-04-05,1.756,55.422,9.253,4.573378235521574,4.850643414766282,282.66900000000004,E12000001,North East
95,E12000001,2007-04-06,2.303,60.3,5.327000000000001,1.727663036488412,2.739613776973428,281.32099999999997,E12000001,North East
96,E12000001,2007-04-07,1.6,66.361,8.426,3.9073290075201506,2.9166050900459055,281.625,E12000001,North East
97,E12000001,2007-04-08,1.249,69.997,8.53,3.95425026355894,2.1794016795171913,282.585,E12000001,North East
98,E12000001,2007-04-09,1.288,66.0,5.126,1.538784139166843,1.3404516793163452,283.353,E12000001,North East
99,E12000001,2007-04-10,1.405,62.46,4.881,1.3864684432042722,1.7456691444095966,283.781,E12000001,North East
100,E12000001,2007-04-11,1.6780000000000002,58.138000000000005,6.187,2.353539929065903,3.018530384591898,283.556,E12000001,North East
101,E12000001,2007-04-12,1.249,55.711999999999996,13.204,7.40311335646912,6.254202680992719,283.305,E12000001,North East
102,E12000001,2007-04-13,1.874,48.739,24.459,15.523380441644335,11.924002212248269,283.04900000000004,E12000001,North East
103,E12000001,2007-04-14,1.6780000000000002,60.532,34.628,22.728097427185368,13.577187843749897,285.436,E12000001,North East
104,E12000001,2007-04-15,1.6,80.509,32.446,21.021096479878963,9.134887628481728,286.962,E12000001,North East
105,E12000001,2007-04-16,2.147,64.48,12.628,6.9259351617779785,4.334499206585917,284.624,E12000001,North East
106,E12000001,2007-04-17,1.6,73.241,6.941,2.794056390320055,1.141890556156497,281.901,E12000001,North East
107,E12000001,2007-04-18,1.639,74.77600000000001,7.539,3.2136788837154278,1.2275158819244325,281.36400000000003,E12000001,North East
108,E12000001,2007-04-19,1.1320000000000001,72.024,7.112,2.924298167888331,1.3519398438214836,282.212,E12000001,North East
109,E12000001,2007-04-20,1.444,61.089,13.925999999999998,7.8911983036403015,6.197382255201319,280.416,E12000001,North East
110,E12000001,2007-04-21,1.795,73.475,17.02,10.012349610763174,4.527785180939844,285.006,E12000001,North East
111,E12000001,2007-04-22,1.3659999999999999,76.663,10.715,5.469558417623723,1.5544407830790448,284.698,E12000001,North East
112,E12000001,2007-04-23,1.327,51.4,6.169,2.3828394839083593,3.802659419790608,285.253,E12000001,North East
113,E12000001,2007-04-24,1.7169999999999999,50.879,5.125,1.6351109505405859,3.283036308500691,286.269,E12000001,North East
114,E12000001,2007-04-25,1.9909999999999999,59.135,6.7829999999999995,2.7676525004665997,2.630623710579137,286.014,E12000001,North East
115,E12000001,2007-04-26,0.976,60.357,4.487,1.1197278563625304,2.0258117307860815,283.298,E12000001,North East
116,E12000001,2007-04-27,1.483,66.301,5.352,1.7025804614463738,1.6547322661676773,281.89099999999996,E12000001,North East
117,E12000001,2007-04-28,1.405,69.141,9.275,4.49430347522458,2.60671945387724,282.637,E12000001,North East
118,E12000001,2007-04-29,1.444,71.959,12.085,6.4874353006539245,3.078685599564963,283.603,E12000001,North East
119,E12000001,2007-04-30,1.171,71.618,7.962999999999999,3.5347669417276713,1.568322353454164,283.219,E12000001,North East
120,E12000001,2007-05-01,1.483,72.321,8.244,3.7303051145187,1.4842511382959458,283.64599999999996,E12000001,North East
121,E12000001,2007-05-02,1.405,71.24600000000001,7.954,3.5333684501186866,1.8045980097711976,282.26599999999996,E12000001,North East
122,E12000001,2007-05-03,1.3659999999999999,70.807,9.346,4.534391791749325,2.411069985957411,282.368,E12000001,North East
123,E12000001,2007-05-04,1.5219999999999998,67.217,7.5520000000000005,3.2740363754704944,2.3855339199580925,281.853,E12000001,North East
124,E12000001,2007-05-05,1.483,71.167,12.874,7.057459051678997,3.4308679266691797,284.093,E12000001,North East
125,E12000001,2007-05-06,1.093,64.781,11.946,6.435857619845422,4.092379400414018,284.205,E12000001,North East
126,E12000001,2007-05-07,1.6780000000000002,55.935,7.567,3.3584821538998426,3.9335183315923814,283.536,E12000001,North East
127,E12000001,2007-05-08,1.6,59.115,6.676,2.697931741624565,3.086163875311996,283.374,E12000001,North East
128,E12000001,2007-05-09,1.6780000000000002,56.972,5.982,2.2157053112047222,3.208851078888401,283.13,E12000001,North East
129,E12000001,2007-05-10,1.327,62.801,5.791,2.038786730141986,2.201368260355437,282.98,E12000001,North East
130,E12000001,2007-05-11,2.108,68.83,5.513999999999999,1.8022060467644714,1.37116434698342,281.526,E12000001,North East
131,E12000001,2007-05-12,1.3659999999999999,59.537,5.307,1.712317141651365,2.4050467347922933,283.73400000000004,E12000001,North East
132,E12000001,2007-05-13,1.405,66.02199999999999,6.989,2.876853539733382,2.235728911047268,282.508,E12000001,North East
133,E12000001,2007-05-14,1.834,76.001,2.923,0.020997026772924254,-2.0866365087471053,281.278,E12000001,North East
134,E12000001,2007-05-15,1.171,62.078,3.8810000000000002,0.6750630692327171,1.6331546615263335,282.596,E12000001,North East
135,E12000001,2007-05-16,1.015,52.715,4.79,1.394000465992022,3.699408192730843,281.724,E12000001,North East
136,E12000001,2007-05-17,1.483,40.931999999999995,3.043,0.21196890639529542,4.17219466021114,285.847,E12000001,North East
137,E12000001,2007-05-18,1.3659999999999999,58.82899999999999,7.3389999999999995,3.170001769291474,3.0103365521502425,285.436,E12000001,North East
138,E12000001,2007-05-19,1.639,68.238,7.46,3.1956724103723992,1.79779006466282,283.897,E12000001,North East
139,E12000001,2007-05-20,1.444,64.774,7.916,3.546784050936431,2.5585363823896685,283.848,E12000001,North East
140,E12000001,2007-05-21,1.3659999999999999,68.816,8.097000000000001,3.646862459190473,1.838885612134277,284.52099999999996,E12000001,North East
141,E12000001,2007-05-22,1.6,69.09100000000001,7.585,3.276513367113182,1.4984463648219162,285.01,E12000001,North East
142,E12000001,2007-05-23,1.327,49.629,8.852,4.315447986146431,4.893080299160573,286.681,E12000001,North East
143,E12000001,2007-05-24,1.405,49.16,6.872999999999999,2.8972816181795764,4.02509938292831,287.527,E12000001,North East
144,E12000001,2007-05-25,1.288,64.874,4.836,1.3376097671804246,1.338779944652444,283.736,E12000001,North East
145,E12000001,2007-05-26,1.171,61.852,4.788,1.3272631639333135,2.0449466189075665,282.52099999999996,E12000001,North East
146,E12000001,2007-05-27,1.21,66.76899999999999,3.8369999999999997,0.6150757759177594,1.1332821055163578,281.04900000000004,E12000001,North East
147,E12000001,2007-05-28,1.171,68.27,5.999,2.153946089197948,1.6600821367654746,281.505,E12000001,North East
148,E12000001,2007-05-29,1.444,61.13,2.02,-0.7242136977046574,1.1641927469934146,281.98400000000004,E12000001,North East
149,E12000001,2007-05-30,1.444,60.226000000000006,6.0520000000000005,2.239741722175417,2.4385612762700504,284.53,E12000001,North East
150,E12000001,2007-05-31,1.756,52.474,13.404000000000002,7.562059849895263,6.371082426958303,285.95,E12000001,North East
151,E12000001,2007-06-01,1.5219999999999998,61.886,19.153,11.617534446560107,6.948340773978352,286.795,E12000001,North East
152,E12000001,2007-06-02,1.3659999999999999,73.844,21.03,12.875198921175041,5.319192918673679,288.964,E12000001,North East
153,E12000001,2007-06-03,2.147,75.68,22.7,14.060095271571086,5.679796752740167,288.969,E12000001,North East
154,E12000001,2007-06-04,1.639,74.691,15.099,8.622788916742884,3.3098618637631745,286.362,E12000001,North East
155,E12000001,2007-06-05,1.5219999999999998,78.109,12.265,6.570464687913649,1.8860118272131956,284.94599999999997,E12000001,North East
156,E12000001,2007-06-06,1.249,81.095,12.036,6.385817444452876,1.3206193673554694,284.85400000000004,E12000001,North East
157,E12000001,2007-06-07,1.249,76.183,11.008,5.679623156765945,1.506853757913433,285.995,E12000001,North East
158,E12000001,2007-06-08,1.21,79.865,14.158,7.906406984948202,1.6697931484238637,288.572,E12000001,North East
159,E12000001,2007-06-09,1.6780000000000002,83.54799999999999,19.323,11.58274823713613,2.9601862784485036,289.406,E12000001,North East
160,E12000001,2007-06-10,1.327,90.678,9.998,4.846969127200435,-3.8039271200214557,289.084,E12000001,North East
161,E12000001,2007-06-11,1.483,89.17299999999999,16.555,9.555944186646393,0.7286126180544557,290.501,E12000001,North East
162,E12000001,2007-06-12,1.6780000000000002,72.102,20.980999999999998,12.852712810812505,5.629620530781622,288.73400000000004,E12000001,North East
163,E12000001,2007-06-13,1.756,57.83,3.13,0.15773584006021224,1.4470294647374544,285.728,E12000001,North East
164,E12000001,2007-06-14,1.6,60.00899999999999,4.346,1.0203951270305431,1.9820790158139374,283.538,E12000001,North East
165,E12000001,2007-06-15,1.3659999999999999,63.523,3.5,0.38985917429730677,1.1015585303249509,283.355,E12000001,North East
166,E12000001,2007-06-16,1.6780000000000002,59.051,9.49,4.70991756723215,3.749333232029443,285.86,E12000001,North East
167,E12000001,2007-06-17,1.21,57.24100000000001,11.755999999999998,6.344901819001308,4.763257802058412,286.846,E12000001,North East
168,E12000001,2007-06-18,1.327,68.74,14.117,7.959389548864131,3.8737931875257345,286.498,E12000001,North East
169,E12000001,2007-06-19,1.327,59.573,16.624000000000002,9.81575949294103,6.0253299095261355,288.388,E12000001,North East
170,E12000001,2007-06-20,1.171,65.513,10.712,5.533102413884517,2.5639528762623485,289.1,E12000001,North East
171,E12000001,2007-06-21,1.6780000000000002,48.754,12.402000000000001,6.86448140620692,6.24321057659499,287.775,E12000001,North East
172,E12000001,2007-06-22,1.6780000000000002,51.053000000000004,14.25,8.176070874160452,6.760081501146814,286.91700000000003,E12000001,North East
173,E12000001,2007-06-23,1.6,62.548,12.309000000000001,6.705177297573719,4.139888300309366,286.683,E12000001,North East
174,E12000001,2007-06-24,1.639,55.935,5.697,2.0114623553517745,2.7598953918802707,285.832,E12000001,North East
175,E12000001,2007-06-25,1.561,61.857,5.05,1.5093606137097169,1.7338893215003566,284.732,E12000001,North East
176,E12000001,2007-06-26,1.5219999999999998,48.586000000000006,5.058,1.6082892011401455,4.019621655041561,284.211,E12000001,North East
177,E12000001,2007-06-27,1.405,43.538000000000004,5.377999999999999,1.8740972756637007,5.078179383693509,283.676,E12000001,North East
178,E12000001,2007-06-28,1.444,48.001999999999995,4.175,0.9795799086535517,3.799267047370151,284.027,E12000001,North East
179,E12000001,2007-06-29,1.171,50.085,2.344,-0.7072571853408132,2.4488886254765703,285.519,E12000001,North East
180,E12000001,2007-06-30,1.327,34.842,4.671,1.4229368764992358,5.917729902489334,285.336,E12000001,North East
181,E12000001,2007-07-01,1.444,42.141000000000005,8.093,3.8199392132792553,5.606786827074764,287.841,E12000001,North East
182,E12000001,2007-07-02,1.288,50.426,8.554,4.094502960381249,4.519340913064909,287.343,E12000001,North East
183,E12000001,2007-07-03,1.5219999999999998,46.718,3.8930000000000002,0.7816113772049498,3.565904398158615,285.802,E12000001,North East
184,E12000001,2007-07-04,1.6,48.8,3.0989999999999998,0.19578910934149363,2.7628323062965947,286.574,E12000001,North East
185,E12000001,2007-07-05,1.171,54.983999999999995,8.385,3.942549799840865,3.7581575147120247,287.04200000000003,E12000001,North East
186,E12000001,2007-07-06,0.937,48.376999999999995,6.044,2.3108931551303797,4.018651190465036,286.491,E12000001,North East
187,E12000001,2007-07-07,1.21,56.284,2.509,-0.5257134850269998,1.3709402567638875,286.175,E12000001,North East
188,E12000001,2007-07-08,0.937,46.986999999999995,6.861000000000001,2.9055201829481803,4.508154407320035,286.83299999999997,E12000001,North East
189,E12000001,2007-07-09,1.561,46.681999999999995,7.9879999999999995,3.7175259355363792,5.127603746494998,286.186,E12000001,North East
190,E12000001,2007-07-10,1.561,47.54,6.27,2.4769244146933076,4.114345660615918,287.195,E12000001,North East
191,E12000001,2007-07-11,1.249,50.75,4.0089999999999995,0.8327783303507168,2.6517013399367713,287.384,E12000001,North East
192,E12000001,2007-07-12,1.6,37.236999999999995,5.643,2.0957627970255572,5.358782814831159,288.276,E12000001,North East
193,E12000001,2007-07-13,1.327,36.451,7.204,3.2248304924290245,6.40966792772619,286.67,E12000001,North East
194,E12000001,2007-07-14,1.639,43.193000000000005,5.47,1.9296369599484002,4.248523100546784,288.601,E12000001,North East
195,E12000001,2007-07-15,1.444,50.251000000000005,7.162000000000001,3.0975696429138893,4.0025241533756315,287.302,E12000001,North East
196,E12000001,2007-07-16,1.3659999999999999,54.618,7.4239999999999995,3.2508830753642712,3.0741467421600106,288.975,E12000001,North East
197,E12000001,2007-07-17,1.756,48.083,5.665,2.038727714454204,3.743231498510113,287.415,E12000001,North East
198,E12000001,2007-07-18,1.054,48.985,6.151,2.3817084505438046,3.8379507365662917,287.14799999999997,E12000001,North East
199,E12000001,2007-07-19,1.6780000000000002,55.475,7.146,3.050432503953097,3.171143170233023,287.115,E12000001,North East
200,E12000001,2007-07-20,1.5219999999999998,53.74100000000001,5.2139999999999995,1.6772848177693263,2.714341666620072,286.978,E12000001,North East
201,E12000001,2007-07-21,1.249,52.503,3.3480000000000003,0.35703728194681617,2.8500129862567576,283.384,E12000001,North East
202,E12000001,2007-07-22,1.1320000000000001,52.575,6.515,2.6202878299240453,3.5632624444816514,286.232,E12000001,North East
203,E12000001,2007-07-23,1.5219999999999998,54.77,11.835,6.419443649834093,5.25826708421998,286.543,E12000001,North East
204,E12000001,2007-07-24,1.3659999999999999,59.895,9.01,4.356222809882119,3.158323042127556,287.254,E12000001,North East
205,E12000001,2007-07-25,1.21,46.326,6.278,2.4905675953052864,4.28178680479963,287.385,E12000001,North East
206,E12000001,2007-07-26,1.561,41.343999999999994,8.36,4.019108750522541,6.001001753438146,287.004,E12000001,North East
207,E12000001,2007-07-27,1.5219999999999998,47.324,4.302,1.0660232495964728,3.2902351243097954,287.608,E12000001,North East
208,E12000001,2007-07-28,1.327,49.687,2.0269999999999997,-0.959471682492016,2.1340846234061956,286.876,E12000001,North East
209,E12000001,2007-07-29,1.3659999999999999,44.998999999999995,3.6069999999999998,0.5897421529097855,3.831377970645839,285.289,E12000001,North East
210,E12000001,2007-07-30,1.093,46.92100000000001,2.946,0.10120013466156053,3.164676713319224,285.756,E12000001,North East
211,E12000001,2007-07-31,1.6780000000000002,51.153,5.494,1.8938952072712247,3.1008525981201487,287.783,E12000001,North East
212,E12000001,2007-08-01,1.3659999999999999,49.573,6.9910000000000005,2.976915562280606,3.8507017006892568,288.345,E12000001,North East
213,E12000001,2007-08-02,1.5219999999999998,40.211,8.086,3.829662674419744,6.021648293249491,287.308,E12000001,North East
214,E12000001,2007-08-03,1.3659999999999999,38.813,7.935,3.7263312811296814,5.852191737029713,289.12,E12000001,North East
215,E12000001,2007-08-04,1.483,38.964,3.427,0.4882731341297095,3.735184785613086,290.722,E12000001,North East
216,E12000001,2007-08-05,1.6,56.615,14.274000000000001,8.14330755915465,5.027212056887535,291.328,E12000001,North East
217,E12000001,2007-08-06,1.327,53.833,7.605,3.3890250995678457,3.484678076615161,287.858,E12000001,North East
218,E12000001,2007-08-07,1.405,52.391000000000005,3.3569999999999998,0.3577438290526018,2.4025517601176887,285.889,E12000001,North East
219,E12000001,2007-08-08,1.327,46.593,6.268,2.4834077844086977,4.367668881051614,286.671,E12000001,North East
220,E12000001,2007-08-09,1.288,47.464,7.899,3.645261256996733,4.745514671526941,287.349,E12000001,North East
221,E12000001,2007-08-10,1.171,42.24100000000001,9.166,4.588589203792846,6.006526823234495,287.89599999999996,E12000001,North East
222,E12000001,2007-08-11,1.288,45.376999999999995,11.436,6.192416329600647,6.222173808526819,288.805,E12000001,North East
223,E12000001,2007-08-12,1.444,51.06,5.454,1.8681656268449274,3.266689905751676,286.895,E12000001,North East
224,E12000001,2007-08-13,1.6780000000000002,45.486000000000004,4.86,1.4823923284508496,4.065779391755747,286.268,E12000001,North East
225,E12000001,2007-08-14,1.171,31.496,7.598,3.5417870576018977,7.390494896375678,286.625,E12000001,North East
226,E12000001,2007-08-15,1.3659999999999999,51.841,4.692,1.3156589666164784,2.788737635979615,287.143,E12000001,North East
227,E12000001,2007-08-16,1.561,48.365,7.877999999999999,3.629679438349534,5.000020223526178,285.155,E12000001,North East
228,E12000001,2007-08-17,1.1320000000000001,53.303000000000004,10.41,5.409983163923201,5.0992245107391625,285.658,E12000001,North East
229,E12000001,2007-08-18,1.171,35.484,7.218999999999999,3.2428571768522723,6.616441555758556,286.448,E12000001,North East
230,E12000001,2007-08-19,1.249,44.833,4.522,1.2450690607366397,4.078479580359726,286.057,E12000001,North East
231,E12000001,2007-08-20,1.913,52.577,4.398,1.1035820898168964,2.8280770896760927,285.663,E12000001,North East
232,E12000001,2007-08-21,1.561,59.004,8.633,4.092021024784103,3.154597629730489,287.257,E12000001,North East
233,E12000001,2007-08-22,1.444,62.79600000000001,6.502000000000001,2.5366401431617334,1.6165098555202277,287.613,E12000001,North East
234,E12000001,2007-08-23,1.5219999999999998,50.388000000000005,9.709,4.923670653129442,5.028933658704027,287.107,E12000001,North East
235,E12000001,2007-08-24,1.6780000000000002,39.43,9.69,4.981452734601948,6.50724935691396,288.805,E12000001,North East
236,E12000001,2007-08-25,1.21,35.084,6.313,2.5888657453251582,5.815767449609837,289.15,E12000001,North East
237,E12000001,2007-08-26,1.015,48.172,6.007999999999999,2.2851200662326363,3.939136271920262,287.019,E12000001,North East
